"ID,N,10,0","XCOORD,N,21,6","YCOORD,N,21,6"
56277,286000.000000,9471000.000000
56278,290000.000000,9471000.000000
56279,294000.000000,9471000.000000
56280,298000.000000,9471000.000000
56281,302000.000000,9471000.000000
56282,306000.000000,9471000.000000
56283,310000.000000,9471000.000000
56284,314000.000000,9471000.000000
56285,318000.000000,9471000.000000
56286,322000.000000,9471000.000000
56287,326000.000000,9471000.000000
56288,330000.000000,9471000.000000
56289,334000.000000,9471000.000000
56290,338000.000000,9471000.000000
56291,342000.000000,9471000.000000
56292,346000.000000,9471000.000000
56293,350000.000000,9471000.000000
56294,354000.000000,9471000.000000
56309,414000.000000,9471000.000000
56774,194000.000000,9467000.000000
56775,198000.000000,9467000.000000
56776,202000.000000,9467000.000000
56777,206000.000000,9467000.000000
56778,210000.000000,9467000.000000
56779,214000.000000,9467000.000000
56780,218000.000000,9467000.000000
56781,222000.000000,9467000.000000
56782,226000.000000,9467000.000000
56783,230000.000000,9467000.000000
56784,234000.000000,9467000.000000
56785,238000.000000,9467000.000000
56786,242000.000000,9467000.000000
56787,246000.000000,9467000.000000
56788,250000.000000,9467000.000000
56789,254000.000000,9467000.000000
56790,258000.000000,9467000.000000
56791,262000.000000,9467000.000000
56792,266000.000000,9467000.000000
56793,270000.000000,9467000.000000
56794,274000.000000,9467000.000000
56795,278000.000000,9467000.000000
56796,282000.000000,9467000.000000
56797,286000.000000,9467000.000000
56798,290000.000000,9467000.000000
56799,294000.000000,9467000.000000
56800,298000.000000,9467000.000000
56801,302000.000000,9467000.000000
56802,306000.000000,9467000.000000
56803,310000.000000,9467000.000000
56804,314000.000000,9467000.000000
56805,318000.000000,9467000.000000
56806,322000.000000,9467000.000000
56807,326000.000000,9467000.000000
56808,330000.000000,9467000.000000
56809,334000.000000,9467000.000000
56810,338000.000000,9467000.000000
56811,342000.000000,9467000.000000
56812,346000.000000,9467000.000000
56813,350000.000000,9467000.000000
56814,354000.000000,9467000.000000
56815,358000.000000,9467000.000000
56816,362000.000000,9467000.000000
56829,414000.000000,9467000.000000
57293,190000.000000,9463000.000000
57294,194000.000000,9463000.000000
57295,198000.000000,9463000.000000
57296,202000.000000,9463000.000000
57297,206000.000000,9463000.000000
57298,210000.000000,9463000.000000
57299,214000.000000,9463000.000000
57300,218000.000000,9463000.000000
57301,222000.000000,9463000.000000
57302,226000.000000,9463000.000000
57303,230000.000000,9463000.000000
57304,234000.000000,9463000.000000
57305,238000.000000,9463000.000000
57306,242000.000000,9463000.000000
57307,246000.000000,9463000.000000
57308,250000.000000,9463000.000000
57309,254000.000000,9463000.000000
57310,258000.000000,9463000.000000
57311,262000.000000,9463000.000000
57312,266000.000000,9463000.000000
57313,270000.000000,9463000.000000
57314,274000.000000,9463000.000000
57315,278000.000000,9463000.000000
57316,282000.000000,9463000.000000
57317,286000.000000,9463000.000000
57318,290000.000000,9463000.000000
57319,294000.000000,9463000.000000
57320,298000.000000,9463000.000000
57321,302000.000000,9463000.000000
57322,306000.000000,9463000.000000
57323,310000.000000,9463000.000000
57324,314000.000000,9463000.000000
57325,318000.000000,9463000.000000
57326,322000.000000,9463000.000000
57327,326000.000000,9463000.000000
57328,330000.000000,9463000.000000
57329,334000.000000,9463000.000000
57330,338000.000000,9463000.000000
57331,342000.000000,9463000.000000
57332,346000.000000,9463000.000000
57333,350000.000000,9463000.000000
57334,354000.000000,9463000.000000
57335,358000.000000,9463000.000000
57336,362000.000000,9463000.000000
57337,366000.000000,9463000.000000
57812,186000.000000,9459000.000000
57813,190000.000000,9459000.000000
57814,194000.000000,9459000.000000
57815,198000.000000,9459000.000000
57816,202000.000000,9459000.000000
57817,206000.000000,9459000.000000
57818,210000.000000,9459000.000000
57819,214000.000000,9459000.000000
57820,218000.000000,9459000.000000
57821,222000.000000,9459000.000000
57822,226000.000000,9459000.000000
57823,230000.000000,9459000.000000
57824,234000.000000,9459000.000000
57825,238000.000000,9459000.000000
57826,242000.000000,9459000.000000
57827,246000.000000,9459000.000000
57828,250000.000000,9459000.000000
57829,254000.000000,9459000.000000
57830,258000.000000,9459000.000000
57831,262000.000000,9459000.000000
57832,266000.000000,9459000.000000
57833,270000.000000,9459000.000000
57834,274000.000000,9459000.000000
57835,278000.000000,9459000.000000
57836,282000.000000,9459000.000000
57837,286000.000000,9459000.000000
57838,290000.000000,9459000.000000
57839,294000.000000,9459000.000000
57840,298000.000000,9459000.000000
57841,302000.000000,9459000.000000
57842,306000.000000,9459000.000000
57843,310000.000000,9459000.000000
57844,314000.000000,9459000.000000
57845,318000.000000,9459000.000000
57846,322000.000000,9459000.000000
57847,326000.000000,9459000.000000
57848,330000.000000,9459000.000000
57849,334000.000000,9459000.000000
57850,338000.000000,9459000.000000
57851,342000.000000,9459000.000000
57852,346000.000000,9459000.000000
57853,350000.000000,9459000.000000
57854,354000.000000,9459000.000000
57855,358000.000000,9459000.000000
57856,362000.000000,9459000.000000
58330,178000.000000,9455000.000000
58331,182000.000000,9455000.000000
58332,186000.000000,9455000.000000
58333,190000.000000,9455000.000000
58334,194000.000000,9455000.000000
58335,198000.000000,9455000.000000
58336,202000.000000,9455000.000000
58337,206000.000000,9455000.000000
58338,210000.000000,9455000.000000
58339,214000.000000,9455000.000000
58340,218000.000000,9455000.000000
58341,222000.000000,9455000.000000
58342,226000.000000,9455000.000000
58343,230000.000000,9455000.000000
58344,234000.000000,9455000.000000
58345,238000.000000,9455000.000000
58346,242000.000000,9455000.000000
58347,246000.000000,9455000.000000
58348,250000.000000,9455000.000000
58349,254000.000000,9455000.000000
58350,258000.000000,9455000.000000
58351,262000.000000,9455000.000000
58352,266000.000000,9455000.000000
58353,270000.000000,9455000.000000
58354,274000.000000,9455000.000000
58355,278000.000000,9455000.000000
58356,282000.000000,9455000.000000
58357,286000.000000,9455000.000000
58358,290000.000000,9455000.000000
58359,294000.000000,9455000.000000
58360,298000.000000,9455000.000000
58361,302000.000000,9455000.000000
58362,306000.000000,9455000.000000
58363,310000.000000,9455000.000000
58364,314000.000000,9455000.000000
58365,318000.000000,9455000.000000
58366,322000.000000,9455000.000000
58367,326000.000000,9455000.000000
58368,330000.000000,9455000.000000
58369,334000.000000,9455000.000000
58370,338000.000000,9455000.000000
58371,342000.000000,9455000.000000
58372,346000.000000,9455000.000000
58373,350000.000000,9455000.000000
58374,354000.000000,9455000.000000
58375,358000.000000,9455000.000000
58376,362000.000000,9455000.000000
58850,178000.000000,9451000.000000
58851,182000.000000,9451000.000000
58852,186000.000000,9451000.000000
58853,190000.000000,9451000.000000
58854,194000.000000,9451000.000000
58855,198000.000000,9451000.000000
58856,202000.000000,9451000.000000
58857,206000.000000,9451000.000000
58858,210000.000000,9451000.000000
58859,214000.000000,9451000.000000
58860,218000.000000,9451000.000000
58861,222000.000000,9451000.000000
58862,226000.000000,9451000.000000
58863,230000.000000,9451000.000000
58864,234000.000000,9451000.000000
58865,238000.000000,9451000.000000
58866,242000.000000,9451000.000000
58867,246000.000000,9451000.000000
58868,250000.000000,9451000.000000
58869,254000.000000,9451000.000000
58870,258000.000000,9451000.000000
58871,262000.000000,9451000.000000
58872,266000.000000,9451000.000000
58873,270000.000000,9451000.000000
58874,274000.000000,9451000.000000
58875,278000.000000,9451000.000000
58876,282000.000000,9451000.000000
58877,286000.000000,9451000.000000
58878,290000.000000,9451000.000000
58879,294000.000000,9451000.000000
58880,298000.000000,9451000.000000
58881,302000.000000,9451000.000000
58882,306000.000000,9451000.000000
58883,310000.000000,9451000.000000
58884,314000.000000,9451000.000000
58885,318000.000000,9451000.000000
58886,322000.000000,9451000.000000
58887,326000.000000,9451000.000000
58888,330000.000000,9451000.000000
58889,334000.000000,9451000.000000
58890,338000.000000,9451000.000000
58891,342000.000000,9451000.000000
58892,346000.000000,9451000.000000
58893,350000.000000,9451000.000000
58894,354000.000000,9451000.000000
58895,358000.000000,9451000.000000
58896,362000.000000,9451000.000000
59372,186000.000000,9447000.000000
59373,190000.000000,9447000.000000
59374,194000.000000,9447000.000000
59375,198000.000000,9447000.000000
59376,202000.000000,9447000.000000
59377,206000.000000,9447000.000000
59378,210000.000000,9447000.000000
59379,214000.000000,9447000.000000
59380,218000.000000,9447000.000000
59381,222000.000000,9447000.000000
59382,226000.000000,9447000.000000
59383,230000.000000,9447000.000000
59384,234000.000000,9447000.000000
59385,238000.000000,9447000.000000
59386,242000.000000,9447000.000000
59387,246000.000000,9447000.000000
59388,250000.000000,9447000.000000
59389,254000.000000,9447000.000000
59390,258000.000000,9447000.000000
59391,262000.000000,9447000.000000
59392,266000.000000,9447000.000000
59393,270000.000000,9447000.000000
59394,274000.000000,9447000.000000
59395,278000.000000,9447000.000000
